target_id,tag_name,rank
1391480_964_f8e06cf7-5e5b-4069-8f53-1fc7fbd2ce88,871790942,600
1391480_964_f8e06cf7-5e5b-4069-8f53-1fc7fbd2ce88,394341467,10
1391480_964_f8e06cf7-5e5b-4069-8f53-1fc7fbd2ce88,398251005,400
